Date,Month,TimeOfDay,Item,PriceNaira,Quantity,IsWetSeason,IsInSeason,DaysSinceDelivery,StorageType,CurrentInflationRate,IsMarketDay,IsReligiousPeriod,TransportDisruption,SoldOut
2024-January-09,January,Afternoon,Tomato,603.8,63,0,1,1,room,34.8,0,0,0,1
2024-January-09,January,Afternoon,Onion bulb,930.96,47,0,0,2,room,34.8,0,0,0,0
2024-January-09,January,Afternoon,Sweet potato,273.85,67,0,1,1,room,34.8,1,0,0,1
2024-January-09,January,Afternoon,Yam tuber,722.33,68,0,0,2,room,34.8,0,1,0,1
2024-January-09,January,Evening,Agric eggs medium size,1354.57,31,0,0,4,room,34.8,0,0,0,0
2024-January-09,January,Evening,Beans brown,773.85,79,0,0,5,room,34.8,0,0,0,0
2024-January-09,January,Evening,Beans white black eye,963.32,48,0,0,4,room,34.8,1,0,0,1
2024-January-09,January,Evening,Beef Bone in,3318.46,48,0,0,4,cold,34.8,0,0,0,1
2024-January-09,January,Evening,Beef boneless,5352.97,29,0,0,4,cold,34.8,0,1,0,0
2024-January-09,January,Evening,Catfish (obokun) fresh,2441.58,75,0,0,5,cold,34.8,0,0,0,1
2024-January-09,January,Evening,Catfish dried,2519.53,20,0,0,2,room,34.8,0,0,0,0
2024-January-09,January,Evening,Chicken Wings,2034.39,33,0,0,3,cold,34.8,0,0,0,0
2024-January-09,January,Evening,Tomato,376.76,58,0,1,3,room,34.8,1,0,0,1
2024-January-09,January,Evening,Onion bulb,614.28,42,0,0,3,room,34.8,0,0,0,0
2024-January-09,January,Evening,Sweet potato,289.36,31,0,1,5,room,34.8,0,0,0,1
2024-January-09,January,Evening,Yam tuber,694.91,49,0,0,3,room,34.8,0,0,0,0
2024-January-10,January,Morning,Agric eggs medium size,2050.01,48,0,0,1,room,34.8,0,1,0,1
2024-January-10,January,Morning,Beans brown,1042.07,29,0,0,1,room,34.8,0,0,0,1
2024-January-10,January,Morning,Beans white black eye,1269.23,86,0,0,3,room,34.8,0,0,0,0
2024-January-10,January,Morning,Beef Bone in,4414.15,98,0,0,5,cold,34.8,0,0,0,0
2024-January-10,January,Morning,Beef boneless,6129.04,74,0,0,2,cold,34.8,0,0,0,1
2024-January-10,January,Morning,Catfish (obokun) fresh,3886.34,71,0,0,2,cold,34.8,0,0,0,0
2024-January-10,January,Morning,Catfish dried,5183.15,80,0,0,1,room,34.8,0,0,0,1
2024-January-10,January,Morning,Chicken Wings,3764.51,96,0,0,3,cold,34.8,0,0,0,1
2024-January-10,January,Morning,Tomato,932.43,64,0,1,2,room,34.8,0,0,0,1
2024-January-10,January,Morning,Onion bulb,741.45,67,0,0,1,room,34.8,1,0,0,1
2024-January-10,January,Morning,Sweet potato,398.09,89,0,1,3,room,34.8,0,0,0,1
2024-January-10,January,Morning,Yam tuber,747.62,52,0,0,4,room,34.8,0,0,0,0
2024-January-10,January,Evening,Agric eggs medium size,1550.63,37,0,0,4,room,34.8,0,0,0,0
2024-January-10,January,Evening,Beans brown,842.92,37,0,0,3,room,34.8,0,0,0,1
2024-January-10,January,Evening,Beans white black eye,1170.23,43,0,0,4,room,34.8,1,0,0,1
2024-January-10,January,Evening,Beef Bone in,3998.61,35,0,0,5,cold,34.8,0,0,0,0
2024-January-10,January,Evening,Beef boneless,2829.31,29,0,0,1,cold,34.8,0,0,0,1
2024-January-10,January,Evening,Catfish (obokun) fresh,3503.62,23,0,0,5,cold,34.8,0,1,0,0
2024-January-10,January,Evening,Catfish dried,4467.41,72,0,0,3,room,34.8,1,0,0,0
2024-January-10,January,Evening,Chicken Wings,2135.68,54,0,0,2,cold,34.8,0,1,0,1
2024-January-10,January,Evening,Tomato,521.11,28,0,1,2,room,34.8,1,1,0,1
2024-January-10,January,Evening,Onion bulb,926.05,16,0,0,1,room,34.8,0,1,0,1
2024-January-10,January,Evening,Sweet potato,209.58,39,0,1,5,room,34.8,0,0,0,1
2024-January-10,January,Evening,Yam tuber,644.13,33,0,0,3,room,34.8,0,0,0,0
2024-January-11,January,Morning,Agric eggs medium size,2090.9,59,0,0,4,room,34.8,0,0,0,1
2024-January-11,January,Morning,Beans brown,1271.11,75,0,0,1,room,34.8,0,0,0,0
2024-January-11,January,Morning,Beans white black eye,1245.33,38,0,0,5,room,34.8,0,0,0,1
2024-January-11,January,Morning,Beef Bone in,4110.56,61,0,0,3,cold,34.8,1,0,0,1
2024-January-11,January,Morning,Beef boneless,5274.03,46,0,0,4,cold,34.8,0,0,0,0
2024-January-11,January,Morning,Catfish (obokun) fresh,3574.72,66,0,0,5,cold,34.8,0,0,0,0
2024-January-11,January,Morning,Catfish dried,6367.87,47,0,0,3,room,34.8,0,0,0,0
2024-January-11,January,Morning,Chicken Wings,3632.07,64,0,0,1,cold,34.8,1,0,0,0
2024-January-11,January,Morning,Tomato,628.55,44,0,1,4,room,34.8,0,0,0,1
2024-January-11,January,Morning,Onion bulb,873.62,64,0,0,1,room,34.8,0,0,0,1
2024-January-11,January,Morning,Sweet potato,296.21,63,0,1,2,room,34.8,0,0,0,1
2024-January-11,January,Morning,Yam tuber,799.58,43,0,0,5,room,34.8,0,0,0,1
2024-January-11,January,Afternoon,Agric eggs medium size,2375.17,43,0,0,3,room,34.8,0,1,0,1
2024-January-11,January,Afternoon,Beans brown,1353.41,51,0,0,4,room,34.8,0,0,0,0
2024-January-11,January,Afternoon,Beans white black eye,1413.53,26,0,0,5,room,34.8,0,0,0,0
2024-January-11,January,Afternoon,Beef Bone in,4621.12,45,0,0,3,cold,34.8,0,0,0,0
2024-January-11,January,Afternoon,Beef boneless,6097.82,50,0,0,1,cold,34.8,0,0,0,0
2024-January-11,January,Afternoon,Catfish (obokun) fresh,3330.03,66,0,0,4,cold,34.8,0,0,0,1
2024-January-11,January,Afternoon,Catfish dried,5244.42,49,0,0,4,room,34.8,0,0,0,0
2024-January-11,January,Afternoon,Chicken Wings,3460.69,45,0,0,3,cold,34.8,1,0,0,1
2024-January-11,January,Afternoon,Tomato,825.05,45,0,1,3,room,34.8,0,1,0,1
2024-January-11,January,Afternoon,Onion bulb,1098.6,77,0,0,3,room,34.8,0,0,0,1
2024-January-11,January,Afternoon,Sweet potato,266.57,55,0,1,3,room,34.8,0,0,0,1
2024-January-11,January,Afternoon,Yam tuber,770.94,27,0,0,3,room,34.8,0,0,0,0
2024-January-11,January,Evening,Agric eggs medium size,1184.45,53,0,0,2,room,34.8,0,0,0,0
2024-January-11,January,Evening,Beans brown,1020.65,67,0,0,2,room,34.8,0,0,0,1
2024-January-11,January,Evening,Beans white black eye,730.73,42,0,0,1,room,34.8,0,0,0,0
2024-January-11,January,Evening,Beef Bone in,3096.1,20,0,0,5,cold,34.8,0,0,0,0
2024-January-11,January,Evening,Beef boneless,5383.91,41,0,0,2,cold,34.8,0,0,0,0
2024-January-11,January,Evening,Catfish (obokun) fresh,2798.51,30,0,0,4,cold,34.8,0,0,0,0
2024-January-11,January,Evening,Catfish dried,4698.23,55,0,0,4,room,34.8,0,0,0,0
2024-January-11,January,Evening,Chicken Wings,1887.49,24,0,0,5,cold,34.8,0,0,0,1
2024-January-11,January,Evening,Tomato,589.75,44,0,1,2,room,34.8,0,0,0,1
2024-January-11,January,Evening,Onion bulb,847.85,49,0,0,5,room,34.8,0,0,0,1
2024-January-11,January,Evening,Sweet potato,305.98,46,0,1,4,room,34.8,0,0,0,1
2024-January-11,January,Evening,Yam tuber,741.98,27,0,0,5,room,34.8,0,0,0,0
2024-January-12,January,Morning,Agric eggs medium size,1460.94,93,0,0,1,room,34.8,1,0,0,0
2024-January-12,January,Morning,Beans brown,1484.65,65,0,0,5,room,34.8,0,0,0,1
2024-January-12,January,Morning,Beans white black eye,1083.15,70,0,0,1,room,34.8,0,0,0,0
2024-January-12,January,Morning,Beef Bone in,6531.97,91,0,0,1,cold,34.8,0,1,0,1
2024-January-12,January,Morning,Beef boneless,6882.2,52,0,0,1,cold,34.8,0,0,0,1
2024-January-12,January,Morning,Catfish (obokun) fresh,4238.72,52,0,0,2,cold,34.8,0,0,0,0
2024-January-12,January,Morning,Catfish dried,5845.41,28,0,0,2,room,34.8,0,0,0,1
2024-January-12,January,Morning,Chicken Wings,4785.58,43,0,0,4,cold,34.8,0,1,0,1
2024-January-12,January,Morning,Tomato,553.97,79,0,1,4,room,34.8,0,0,0,1
2024-January-12,January,Morning,Onion bulb,1005.39,84,0,0,2,room,34.8,0,0,0,1
2024-January-12,January,Morning,Sweet potato,398.44,57,0,1,4,room,34.8,0,0,0,0
2024-January-12,January,Morning,Yam tuber,962.07,42,0,0,5,room,34.8,0,0,0,1
2024-January-12,January,Afternoon,Agric eggs medium size,1768.17,57,0,0,3,room,34.8,0,0,0,0
2024-January-12,January,Afternoon,Beans brown,1322.91,55,0,0,3,room,34.8,0,0,0,1
2024-January-12,January,Afternoon,Beans white black eye,1305.5,48,0,0,2,room,34.8,0,0,0,1
2024-January-12,January,Afternoon,Beef Bone in,4462.67,80,0,0,5,cold,34.8,0,0,0,1
2024-January-12,January,Afternoon,Beef boneless,6102.79,75,0,0,3,cold,34.8,0,0,0,1
2024-January-12,January,Afternoon,Catfish (obokun) fresh,3431.72,50,0,0,2,cold,34.8,0,0,0,0
2024-January-12,January,Afternoon,Catfish dried,4605.0,43,0,0,1,room,34.8,0,0,0,0
2024-January-12,January,Afternoon,Chicken Wings,2611.74,51,0,0,3,cold,34.8,0,0,0,0
2024-January-12,January,Afternoon,Tomato,616.66,58,0,1,2,room,34.8,0,0,0,1
2024-January-12,January,Afternoon,Onion bulb,950.36,51,0,0,1,room,34.8,0,0,0,0
2024-January-12,January,Afternoon,Sweet potato,403.84,66,0,1,1,room,34.8,0,0,0,1
2024-January-12,January,Afternoon,Yam tuber,900.9,28,0,0,3,room,34.8,0,0,0,0
2024-January-12,January,Evening,Agric eggs medium size,1715.1,39,0,0,2,room,34.8,0,0,0,1
2024-January-12,January,Evening,Beans brown,990.18,42,0,0,1,room,34.8,0,0,0,0
2024-January-12,January,Evening,Beans white black eye,764.87,43,0,0,3,room,34.8,0,0,0,1
2024-January-12,January,Evening,Beef Bone in,2384.82,57,0,0,3,cold,34.8,0,0,0,1
2024-January-12,January,Evening,Beef boneless,3901.73,43,0,0,5,cold,34.8,0,0,0,0
2024-January-12,January,Evening,Catfish (obokun) fresh,2551.29,43,0,0,5,cold,34.8,0,0,0,1
2024-January-12,January,Evening,Catfish dried,3418.06,30,0,0,1,room,34.8,0,0,0,0
2024-January-12,January,Evening,Chicken Wings,2366.09,64,0,0,3,cold,34.8,0,0,0,1
2024-January-12,January,Evening,Tomato,762.04,42,0,1,4,room,34.8,0,0,0,0
2024-January-12,January,Evening,Onion bulb,556.44,24,0,0,1,room,34.8,0,0,0,0
2024-January-12,January,Evening,Sweet potato,226.39,27,0,1,4,room,34.8,0,1,0,1
2024-January-12,January,Evening,Yam tuber,860.44,66,0,0,2,room,34.8,1,0,0,1
2024-January-13,January,Morning,Agric eggs medium size,2056.87,21,0,0,5,room,34.8,0,1,0,1
2024-January-13,January,Morning,Beans brown,1535.72,53,0,0,5,room,34.8,0,0,0,0
2024-January-13,January,Morning,Beans white black eye,1324.81,39,0,0,5,room,34.8,0,0,0,1
2024-January-13,January,Morning,Beef Bone in,5248.83,53,0,0,4,cold,34.8,0,1,0,1
2024-January-13,January,Morning,Beef boneless,4479.62,139,0,0,4,cold,34.8,1,0,0,1
2024-January-13,January,Morning,Catfish (obokun) fresh,4014.12,75,0,0,3,cold,34.8,0,0,0,1
2024-January-13,January,Morning,Catfish dried,6928.18,26,0,0,4,room,34.8,0,0,0,0
2024-January-13,January,Morning,Chicken Wings,3788.73,42,0,0,1,cold,34.8,0,0,0,0
2024-January-13,January,Morning,Tomato,697.35,68,0,1,4,room,34.8,0,1,0,1
2024-January-13,January,Morning,Onion bulb,1056.35,56,0,0,4,room,34.8,0,0,0,1
2024-January-13,January,Morning,Sweet potato,240.25,36,0,1,3,room,34.8,0,0,0,0
2024-January-13,January,Morning,Yam tuber,980.77,49,0,0,4,room,34.8,0,0,0,0
2024-January-13,January,Afternoon,Agric eggs medium size,1659.58,46,0,0,3,room,34.8,0,0,0,0
2024-January-13,January,Afternoon,Beans brown,1326.3,62,0,0,3,room,34.8,0,0,0,0
2024-January-13,January,Afternoon,Beans white black eye,1075.96,80,0,0,3,room,34.8,1,0,0,1
2024-January-13,January,Afternoon,Beef Bone in,4547.28,75,0,0,1,cold,34.8,0,0,0,0
2024-January-13,January,Afternoon,Beef boneless,6066.21,46,0,0,1,cold,34.8,0,1,0,1
2024-January-13,January,Afternoon,Catfish (obokun) fresh,4675.57,67,0,0,3,cold,34.8,0,0,0,1
2024-January-13,January,Afternoon,Catfish dried,4630.47,68,0,0,1,room,34.8,1,1,0,1
2024-January-13,January,Afternoon,Chicken Wings,3313.22,45,0,0,2,cold,34.8,0,0,0,1
2024-January-13,January,Afternoon,Tomato,465.4,70,0,1,2,room,34.8,0,0,0,1
2024-January-13,January,Afternoon,Onion bulb,1179.37,56,0,0,4,room,34.8,0,0,0,0
2024-January-13,January,Afternoon,Sweet potato,296.28,42,0,1,2,room,34.8,0,0,0,1
2024-January-13,January,Afternoon,Yam tuber,1028.86,26,0,0,5,room,34.8,0,0,0,1
2024-January-13,January,Evening,Agric eggs medium size,1080.12,59,0,0,1,room,34.8,0,0,0,0
2024-January-13,January,Evening,Beans brown,902.37,34,0,0,2,room,34.8,0,0,0,0
2024-January-13,January,Evening,Beans white black eye,732.99,47,0,0,4,room,34.8,0,0,0,1
2024-January-13,January,Evening,Beef Bone in,4116.49,39,0,0,1,cold,34.8,0,1,0,0
2024-January-13,January,Evening,Beef boneless,3589.28,21,0,0,1,cold,34.8,0,0,0,1
2024-January-13,January,Evening,Catfish (obokun) fresh,2777.8,40,0,0,2,cold,34.8,0,0,0,0
2024-January-13,January,Evening,Catfish dried,5055.51,42,0,0,1,room,34.8,0,1,0,0
2024-January-13,January,Evening,Chicken Wings,2653.44,30,0,0,1,cold,34.8,0,0,0,1
2024-January-13,January,Evening,Tomato,446.72,18,0,1,3,room,34.8,0,0,0,0
2024-January-13,January,Evening,Onion bulb,350.15,59,0,0,2,room,34.8,0,0,0,1
2024-January-13,January,Evening,Sweet potato,418.09,33,0,1,1,room,34.8,0,0,0,0
2024-January-13,January,Evening,Yam tuber,574.12,57,0,0,2,room,34.8,0,0,0,1
2024-January-14,January,Morning,Agric eggs medium size,1671.5,73,0,0,2,room,34.8,0,0,0,0
2024-January-14,January,Morning,Beans brown,1396.54,30,0,0,3,room,34.8,0,0,0,1
2024-January-14,January,Morning,Beans white black eye,1442.31,53,0,0,5,room,34.8,0,0,0,1
2024-January-14,January,Morning,Beef Bone in,5758.19,61,0,0,4,cold,34.8,0,1,0,0
2024-January-14,January,Morning,Beef boneless,6317.36,52,0,0,3,cold,34.8,0,0,0,0
2024-January-14,January,Morning,Catfish (obokun) fresh,4704.13,51,0,0,3,cold,34.8,0,0,0,1
2024-January-14,January,Morning,Catfish dried,6362.46,61,0,0,3,room,34.8,0,1,0,1
2024-January-14,January,Morning,Chicken Wings,5023.83,68,0,0,2,cold,34.8,0,0,0,0
2024-January-14,January,Morning,Tomato,842.82,67,0,1,3,room,34.8,0,0,0,1
2024-January-14,January,Morning,Onion bulb,880.95,72,0,0,1,room,34.8,0,0,0,0
2024-January-14,January,Morning,Sweet potato,306.56,59,0,1,5,room,34.8,0,0,0,1
2024-January-14,January,Morning,Yam tuber,908.5,62,0,0,3,room,34.8,0,0,0,1
2024-January-14,January,Afternoon,Agric eggs medium size,1430.01,66,0,0,3,room,34.8,0,1,0,1
2024-January-14,January,Afternoon,Beans brown,1373.14,56,0,0,1,room,34.8,0,0,0,0
2024-January-14,January,Afternoon,Beans white black eye,1461.89,54,0,0,5,room,34.8,0,0,0,1
2024-January-14,January,Afternoon,Beef Bone in,4511.85,46,0,0,1,cold,34.8,0,0,0,1
2024-January-14,January,Afternoon,Beef boneless,5485.91,22,0,0,5,cold,34.8,0,0,0,0
2024-January-14,January,Afternoon,Catfish (obokun) fresh,3996.66,69,0,0,4,cold,34.8,0,0,0,0
2024-January-14,January,Afternoon,Catfish dried,6826.07,56,0,0,3,room,34.8,0,1,0,0
2024-January-14,January,Afternoon,Chicken Wings,3757.77,40,0,0,4,cold,34.8,0,0,0,0
2024-January-14,January,Afternoon,Tomato,633.79,42,0,1,5,room,34.8,1,0,0,1
2024-January-14,January,Afternoon,Onion bulb,1041.11,62,0,0,3,room,34.8,0,0,0,1
2024-January-14,January,Afternoon,Sweet potato,497.6,56,0,1,1,room,34.8,0,0,0,1
2024-January-14,January,Afternoon,Yam tuber,1030.84,74,0,0,5,room,34.8,1,0,0,1
2024-January-14,January,Evening,Agric eggs medium size,689.44,35,0,0,2,room,34.8,0,0,0,1
2024-January-14,January,Evening,Beans brown,835.61,52,0,0,2,room,34.8,0,0,0,1
2024-January-14,January,Evening,Beans white black eye,1112.46,38,0,0,5,room,34.8,0,0,0,1
2024-January-14,January,Evening,Beef Bone in,3305.77,21,0,0,2,cold,34.8,0,0,0,0
2024-January-14,January,Evening,Beef boneless,3326.25,39,0,0,3,cold,34.8,0,0,0,1
2024-January-14,January,Evening,Catfish (obokun) fresh,3123.84,49,0,0,5,cold,34.8,0,0,0,0
2024-January-14,January,Evening,Catfish dried,4318.81,35,0,0,2,room,34.8,1,1,0,1
2024-January-14,January,Evening,Chicken Wings,2170.22,39,0,0,3,cold,34.8,0,0,0,0
2024-January-14,January,Evening,Tomato,376.76,49,0,1,2,room,34.8,1,0,0,1
2024-January-14,January,Evening,Onion bulb,959.02,44,0,0,3,room,34.8,0,1,0,1
2024-January-14,January,Evening,Sweet potato,447.16,33,0,1,5,room,34.8,0,0,0,1
2024-January-14,January,Evening,Yam tuber,770.7,70,0,0,1,room,34.8,0,1,0,0
2024-January-15,January,Morning,Agric eggs medium size,1822.85,27,0,0,5,room,34.8,0,0,1,1
2024-January-15,January,Morning,Beans brown,1356.48,79,0,0,2,room,34.8,0,0,1,1
2024-January-15,January,Morning,Beans white black eye,1128.71,19,0,0,4,room,34.8,1,0,1,1
2024-January-15,January,Morning,Beef Bone in,3856.6,34,0,0,4,cold,34.8,0,0,1,1
2024-January-15,January,Morning,Beef boneless,4587.14,37,0,0,3,cold,34.8,0,0,1,1
2024-January-15,January,Morning,Catfish (obokun) fresh,5655.29,47,0,0,3,cold,34.8,0,1,1,0
2024-January-15,January,Morning,Catfish dried,5574.77,57,0,0,2,room,34.8,1,0,1,1
2024-January-15,January,Morning,Chicken Wings,3328.35,38,0,0,3,cold,34.8,1,0,1,1
2024-January-15,January,Morning,Tomato,701.3,27,0,1,3,room,34.8,0,0,1,1
2024-January-15,January,Morning,Onion bulb,1107.3,33,0,0,1,room,34.8,0,1,1,1
2024-January-15,January,Morning,Sweet potato,635.01,33,0,1,5,room,34.8,0,1,1,1
2024-January-15,January,Morning,Yam tuber,626.13,37,0,0,2,room,34.8,1,0,1,1
2024-January-15,January,Afternoon,Agric eggs medium size,1549.44,45,0,0,4,room,34.8,0,0,1,1
2024-January-15,January,Afternoon,Beans brown,1596.83,65,0,0,5,room,34.8,0,0,1,1
2024-January-15,January,Afternoon,Beans white black eye,1256.31,59,0,0,4,room,34.8,1,0,1,1
2024-January-15,January,Afternoon,Beef Bone in,5299.94,22,0,0,3,cold,34.8,0,1,1,1
2024-January-15,January,Afternoon,Beef boneless,6279.61,30,0,0,1,cold,34.8,0,0,1,0
2024-January-15,January,Afternoon,Catfish (obokun) fresh,3921.81,20,0,0,3,cold,34.8,0,0,1,0
2024-January-15,January,Afternoon,Catfish dried,5003.37,14,0,0,5,room,34.8,0,0,1,1
2024-January-15,January,Afternoon,Chicken Wings,2965.51,58,0,0,3,cold,34.8,0,0,1,1
2024-January-15,January,Afternoon,Tomato,674.23,33,0,1,3,room,34.8,1,0,1,1
2024-January-15,January,Afternoon,Onion bulb,936.31,57,0,0,1,room,34.8,1,0,1,1
2024-January-15,January,Afternoon,Sweet potato,319.58,30,0,1,1,room,34.8,1,0,1,1
2024-January-15,January,Afternoon,Yam tuber,1176.83,33,0,0,3,room,34.8,0,0,1,0
2024-January-15,January,Evening,Agric eggs medium size,1052.85,34,0,0,4,room,34.8,0,0,1,1
2024-January-15,January,Evening,Beans brown,1173.16,18,0,0,4,room,34.8,0,0,1,0
2024-January-15,January,Evening,Beans white black eye,1177.03,25,0,0,3,room,34.8,0,0,1,0
2024-January-15,January,Evening,Beef Bone in,2754.29,39,0,0,1,cold,34.8,1,0,1,1
2024-January-15,January,Evening,Beef boneless,3704.54,26,0,0,2,cold,34.8,1,0,1,1
2024-January-15,January,Evening,Catfish (obokun) fresh,3490.79,28,0,0,3,cold,34.8,0,1,1,1
2024-January-15,January,Evening,Catfish dried,5033.87,46,0,0,4,room,34.8,0,0,1,0
2024-January-15,January,Evening,Chicken Wings,2982.63,47,0,0,5,cold,34.8,0,0,1,1
2024-January-15,January,Evening,Tomato,376.76,37,0,1,4,room,34.8,1,0,1,1
2024-January-15,January,Evening,Onion bulb,833.44,37,0,0,2,room,34.8,0,0,1,0
2024-January-15,January,Evening,Sweet potato,260.14,31,0,1,4,room,34.8,1,0,1,1
2024-January-15,January,Evening,Yam tuber,773.91,23,0,0,2,room,34.8,0,0,1,0
2024-April-01,April,Morning,Agric eggs medium size,1719.91,40,1,0,5,room,34.8,0,0,0,1
2024-April-01,April,Morning,Beans brown,1788.22,43,1,0,1,room,34.8,0,1,0,1
2024-April-01,April,Morning,Beans white black eye,1864.73,64,1,0,3,room,34.8,0,0,0,1
2024-April-01,April,Morning,Beef Bone in,3634.64,75,1,0,2,cold,34.8,1,0,0,1
2024-April-01,April,Morning,Beef boneless,4413.69,88,1,0,4,cold,34.8,1,0,0,0
2024-April-01,April,Morning,Catfish (obokun) fresh,5437.4,38,1,0,1,cold,34.8,0,1,0,1
2024-April-01,April,Morning,Catfish dried,6760.16,79,1,0,3,room,34.8,0,0,0,0
2024-April-01,April,Morning,Chicken Wings,3331.58,70,1,0,1,cold,34.8,0,0,0,1
2024-April-01,April,Morning,Tomato,761.53,69,1,0,3,room,34.8,0,0,0,1
2024-April-01,April,Morning,Onion bulb,914.01,38,1,1,1,room,34.8,0,0,0,0
2024-April-01,April,Morning,Sweet potato,612.65,58,1,0,4,room,34.8,0,0,0,1
2024-April-01,April,Morning,Yam tuber,718.95,69,1,1,2,room,34.8,0,0,0,1
2024-April-01,April,Afternoon,Agric eggs medium size,1786.32,51,1,0,4,room,34.8,0,0,0,1
2024-April-01,April,Afternoon,Beans brown,1719.23,37,1,0,5,room,34.8,0,1,0,0
2024-April-01,April,Afternoon,Beans white black eye,1605.59,51,1,0,2,room,34.8,0,1,0,0
2024-April-01,April,Afternoon,Beef Bone in,4211.33,47,1,0,3,cold,34.8,0,0,0,1
2024-April-01,April,Afternoon,Beef boneless,6129.33,67,1,0,2,cold,34.8,0,0,0,1
2024-April-01,April,Afternoon,Catfish (obokun) fresh,3975.5,32,1,0,2,cold,34.8,0,0,0,0
2024-April-01,April,Afternoon,Catfish dried,6664.3,46,1,0,3,room,34.8,0,0,0,1
2024-April-01,April,Afternoon,Chicken Wings,3869.89,43,1,0,4,cold,34.8,0,0,0,0
2024-April-01,April,Afternoon,Tomato,846.85,80,1,0,4,room,34.8,1,0,0,1
2024-April-01,April,Afternoon,Onion bulb,533.54,51,1,1,2,room,34.8,1,0,0,1
2024-April-01,April,Afternoon,Sweet potato,671.79,56,1,0,5,room,34.8,0,0,0,0
2024-April-01,April,Afternoon,Yam tuber,603.81,56,1,1,2,room,34.8,0,0,0,1
2024-April-01,April,Evening,Agric eggs medium size,936.91,55,1,0,4,room,34.8,0,0,0,1
2024-April-01,April,Evening,Beans brown,1136.17,34,1,0,2,room,34.8,0,0,0,0
2024-April-01,April,Evening,Beans white black eye,1482.28,38,1,0,2,room,34.8,0,0,0,0
2024-April-01,April,Evening,Beef Bone in,2233.34,42,1,0,1,cold,34.8,0,0,0,0
2024-April-01,April,Evening,Beef boneless,1797.48,65,1,0,5,cold,34.8,0,0,0,0
2024-April-01,April,Evening,Catfish (obokun) fresh,2648.9,37,1,0,1,cold,34.8,0,0,0,0
2024-April-01,April,Evening,Catfish dried,2917.29,41,1,0,1,room,34.8,0,0,0,0
2024-April-01,April,Evening,Chicken Wings,1552.63,54,1,0,5,cold,34.8,1,0,0,1
2024-April-01,April,Evening,Tomato,1747.53,41,1,0,5,room,34.8,0,0,0,0
2024-April-01,April,Evening,Onion bulb,347.92,41,1,1,3,room,34.8,0,0,0,1
2024-April-01,April,Evening,Sweet potato,455.39,33,1,0,1,room,34.8,0,0,0,0
2024-April-01,April,Evening,Yam tuber,729.19,35,1,1,5,room,34.8,0,0,0,0
2024-April-02,April,Morning,Agric eggs medium size,1482.72,33,1,0,1,room,34.8,0,0,0,1
2024-April-02,April,Morning,Beans brown,1774.14,64,1,0,3,room,34.8,0,0,0,0
2024-April-02,April,Morning,Beans white black eye,1156.65,52,1,0,1,room,34.8,0,0,0,0
2024-April-02,April,Morning,Beef Bone in,4441.25,47,1,0,4,cold,34.8,0,0,0,0
2024-April-02,April,Morning,Beef boneless,4441.89,37,1,0,2,cold,34.8,0,0,0,1
2024-April-02,April,Morning,Catfish (obokun) fresh,4615.22,62,1,0,2,cold,34.8,0,0,0,0
2024-April-02,April,Morning,Catfish dried,7941.15,60,1,0,5,room,34.8,0,0,0,1
2024-April-02,April,Morning,Chicken Wings,4208.15,49,1,0,4,cold,34.8,0,0,0,1
2024-April-02,April,Morning,Tomato,1337.67,92,1,0,5,room,34.8,0,0,0,0
2024-April-02,April,Morning,Onion bulb,1346.76,74,1,1,5,room,34.8,0,0,0,1
2024-April-02,April,Morning,Sweet potato,580.51,75,1,0,4,room,34.8,0,0,0,0
2024-April-02,April,Morning,Yam tuber,1036.36,81,1,1,3,room,34.8,0,1,0,1
2024-April-02,April,Afternoon,Agric eggs medium size,2309.04,86,1,0,4,room,34.8,0,0,0,1
2024-April-02,April,Afternoon,Beans brown,1527.66,37,1,0,1,room,34.8,0,0,0,0
2024-April-02,April,Afternoon,Beans white black eye,1941.18,54,1,0,4,room,34.8,0,0,0,0
2024-April-02,April,Afternoon,Beef Bone in,4366.92,44,1,0,3,cold,34.8,0,0,0,0
2024-April-02,April,Afternoon,Beef boneless,5590.68,26,1,0,4,cold,34.8,0,0,0,1
2024-April-02,April,Afternoon,Catfish (obokun) fresh,3266.9,65,1,0,5,cold,34.8,1,0,0,1
2024-April-02,April,Afternoon,Catfish dried,5493.89,36,1,0,1,room,34.8,0,0,0,0
2024-April-02,April,Afternoon,Chicken Wings,4173.74,82,1,0,5,cold,34.8,0,1,0,1
2024-April-02,April,Afternoon,Tomato,1377.18,49,1,0,4,room,34.8,1,0,0,0
2024-April-02,April,Afternoon,Onion bulb,1433.53,81,1,1,4,room,34.8,0,0,0,0
2024-April-02,April,Afternoon,Sweet potato,744.55,45,1,0,4,room,34.8,0,0,0,0
2024-April-02,April,Afternoon,Yam tuber,635.92,47,1,1,4,room,34.8,0,0,0,0
2024-April-02,April,Evening,Agric eggs medium size,1866.27,44,1,0,4,room,34.8,1,0,0,0
2024-April-02,April,Evening,Beans brown,1496.46,59,1,0,2,room,34.8,0,1,0,0
2024-April-02,April,Evening,Beans white black eye,720.3,32,1,0,4,room,34.8,0,0,0,0
2024-April-02,April,Evening,Beef Bone in,5411.57,50,1,0,5,cold,34.8,0,1,0,1
2024-April-02,April,Evening,Beef boneless,3603.3,29,1,0,5,cold,34.8,0,0,0,0
2024-April-02,April,Evening,Catfish (obokun) fresh,3144.08,61,1,0,2,cold,34.8,0,0,0,0
2024-April-02,April,Evening,Catfish dried,4231.27,51,1,0,4,room,34.8,0,0,0,0
